gender_count,gender,ethnicity_count,ethnicity
3,"['both', 'female', 'male']",9,"['overall', 'bumi', 'chinese', 'indian', 'other', 'bumi_malay', 'bumi_other', 'other_citizen', 'other_noncitizen']"
